,Address,Beds,Bath,Size Sqft,Lot Size,Agent Name,Agent Company,Price,Walk Score,Transit Score,Bike Score
564,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64,34,24
565,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2,"1,368",NA,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53,33,53
566,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58,50,63
567,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7,26,18
568,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38,42,39
569,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58,NA,57
570,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56,NA,23
571,"588 paradise, Hayward, Alameda County, CA, 94541",3,2,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55,39,47
572,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64,34,65
573,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62,34,34
574,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59,39,59
575,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61,53,65
576,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39,39,40
577,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65,47,57
578,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2,NA,NA,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50,34,53
579,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3,"1,495",NA,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55,42,38
580,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49,46,24
581,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51,38,54
582,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66,36,33
583,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41,29,30
584,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48,42,62
585,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57,31,28
586,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64,34,24
587,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2,"1,368",NA,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53,33,53
588,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58,50,63
589,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7,26,18
590,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38,42,39
591,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58,NA,57
592,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56,NA,23
593,"588 paradise, Hayward, Alameda County, CA, 94541",3,2,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55,39,47
594,"25495 Southwick Dr 103, Hayward, Alameda County, CA, 94544",2,3,"1,500",1.58 ac,Jo Ann Luisi ,Compass,"$724,950 USD",64,34,65
595,"659 Gleneagle AVE, Hayward, Alameda County, CA, 94544",3,2,"1,408",0.129 ac,Stacy Mardesich ,RE/MAX Santa Clara Valley,"$999,999 USD",62,34,34
596,"25122 Angelina Ln 18, Hayward, Alameda County, CA, 94544",2,3,"1,274",1.5 ac,Dana Riley ,RILEY- RILEY REAL ESTATE,"$699,000 USD",59,39,59
597,"396 Thorne DR, Hayward, Alameda County, CA, 94544",3,2,951,0.192 ac,Tony Rosso ,eXp Realty of California Inc.,"$748,000 USD",61,53,65
598,"24349 Michelson Street, Hayward, Alameda County, CA, 94545",4,3,"1,723",0.11 ac,Ofelia Vargas ,"eXp Realty of California, Inc","$980,000 USD",39,39,40
599,"28695 Etta Ave, Hayward, Alameda County, CA, 94544",4,3,"2,220",0.12 ac,Jigna Atul Patel ,Intero Real Estate Services,"$1,295,000 USD",65,47,57
600,"1430 Almeria Dr, Hayward, Alameda County, CA, 94544",3,2,NA,NA,Thelma Orias ,Alliance Bay Realty,"$398,700 USD",50,34,53
601,"25290 Ironwood Ct, Hayward, Alameda County, CA, 94545",3,3,"1,495",NA,Samuel Medina ,Village Properties & Assoc.,"$799,000 USD",55,42,38
602,"665 Dartmore 155, Hayward, Alameda County, CA, 94544",2,2,906,0.154 ac,Michael Godfrey ,Legacy Real Estate & Assoc,"$549,950 USD",49,46,24
603,"19735 Waverly, Hayward, Alameda County, CA, 94541",3,2,"1,182",0.12 ac,Dulce Gavino ,eXp Realty of California,"$840,000 USD",51,38,54
604,"22725 Lorand Way, Hayward, Alameda County, CA, 94541",6,3,"1,534",0.15 ac,Meng Wu Moser ,Realty ONE Group Future,"$950,000 USD",66,36,33
605,"3066 Chronicle Ave, Hayward, Alameda County, CA, 94542",4,3,"2,846",0.14 ac,Faridoon Lodin ,Alliance Bay Realty,"$1,500,000 USD",41,29,30
606,"26088 Kay Ave 301, Hayward, Alameda County, CA, 94545",2,2,840,1.74 ac,Albert Valdez ,Cal Real Estate,"$475,000 USD",48,42,62
607,"26937 Hayward Blvd 105, Hayward, Alameda County, CA, 94542",2,2,"1,189",1.21 ac,Anthony Arsondi ,Keller Williams Tri-Valley,"$450,000 USD",57,31,28
608,"721 Garin AVE, Hayward, Alameda County, CA, 94544",3,2,"1,430",0.141 ac,Melissa Radtke ,eXp Realty of California Inc.,"$749,888 USD",64,34,24
609,"1414 Alcazar Ave., Hayward, Alameda County, CA, 94544",2,2,"1,368",NA,Alex Chow ,Alliance Manufactured Homes,"$229,000 USD",53,33,53
610,"149 Cue Way, Hayward, Alameda County, CA, 94544",3,4,"1,760",0.23 ac,Shelly Flynn ,Corcoran Global Living,"$900,000 USD",58,50,63
611,"3212 OAKES DRIVE, Hayward, Alameda County, CA, 94542",4,3,"1,914",0.257 ac,Laura Engen ,eXp Realty of California,"$1,299,999 USD",7,26,18
612,"25860 Gettysburg Ave, Hayward, Alameda County, CA, 94545",3,2,"1,163",0.13 ac,Dawar Lodin ,Alliance Bay Realty,"$1,150,000 USD",38,42,39
613,"18448 Standish Ave, Hayward, Alameda County, CA, 94541",2,2,866,0.43 ac,JENNIFER OUK ,eXp Realty of California,"$647,000 USD",58,NA,57
614,"20903 Locust St. B, Hayward, Alameda County, CA, 94541",2,2,"1,355",0.05 ac,Richard Mann ,Realty One Group Elite,"$599,000 USD",56,NA,23
615,"588 paradise, Hayward, Alameda County, CA, 94541",3,2,"1,146",0.14 ac,Rod Abdolhosseini ,Keller Williams Realty,"$770,000 USD",55,39,47
616,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3,"1,598",NA,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54,NA,90
617,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2,722,NA,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44,NA,80
618,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39,NA,28
619,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44,NA,63
620,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64,NA,64
621,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51,NA,92
622,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51,NA,63
623,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3,NA,20
624,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4,"2,322",NA,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54,NA,60
625,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4,"2,380",NA,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47,NA,61
626,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3,"1,956",NA,Jason Zaitz ,Compass,"$1,099,000 USD",52,NA,71
627,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2,"1,387",NA,Annie Cheng ,Compass,"$899,000 USD",7,NA,19
628,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34,NA,79
629,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4,"2,112",NA,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52,NA,71
630,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66,NA,79
631,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27,NA,44
632,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52,NA,61
633,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,401",NA,Amin Arikat ,Redfin,"$888,000 USD",64,NA,73
634,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50,NA,64
635,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48,NA,53
636,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,428",NA,Lana Carreira ,Redfin,"$799,000 USD",67,NA,65
637,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71,NA,97
638,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3,"1,520",NA,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7,NA,16
639,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3,"1,598",NA,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54,NA,90
640,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2,722,NA,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44,NA,80
641,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39,NA,28
642,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44,NA,63
643,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64,NA,64
644,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51,NA,92
645,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51,NA,63
646,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3,NA,20
647,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4,"2,322",NA,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54,NA,60
648,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4,"2,380",NA,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47,NA,61
649,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3,"1,956",NA,Jason Zaitz ,Compass,"$1,099,000 USD",52,NA,71
650,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2,"1,387",NA,Annie Cheng ,Compass,"$899,000 USD",7,NA,19
651,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34,NA,79
652,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4,"2,112",NA,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52,NA,71
653,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66,NA,79
654,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27,NA,44
655,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52,NA,61
656,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,401",NA,Amin Arikat ,Redfin,"$888,000 USD",64,NA,73
657,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50,NA,64
658,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48,NA,53
659,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,428",NA,Lana Carreira ,Redfin,"$799,000 USD",67,NA,65
660,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71,NA,97
661,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3,"1,520",NA,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7,NA,16
662,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3,"1,598",NA,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54,NA,90
663,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2,722,NA,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44,NA,80
664,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39,NA,28
665,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44,NA,63
666,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64,NA,64
667,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51,NA,92
668,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51,NA,63
669,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3,NA,20
670,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4,"2,322",NA,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54,NA,60
671,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4,"2,380",NA,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47,NA,61
672,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3,"1,956",NA,Jason Zaitz ,Compass,"$1,099,000 USD",52,NA,71
673,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2,"1,387",NA,Annie Cheng ,Compass,"$899,000 USD",7,NA,19
674,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34,NA,79
675,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4,"2,112",NA,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52,NA,71
676,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66,NA,79
677,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27,NA,44
678,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52,NA,61
679,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,401",NA,Amin Arikat ,Redfin,"$888,000 USD",64,NA,73
680,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50,NA,64
681,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48,NA,53
682,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,428",NA,Lana Carreira ,Redfin,"$799,000 USD",67,NA,65
683,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71,NA,97
684,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3,"1,520",NA,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7,NA,16
685,"5350 Campus Dr, Dublin, Alameda County, CA, 94568",3,3,"1,598",NA,Manel Sousou ,Keller Williams Tri-Valley,"$1,065,000 USD",54,NA,90
686,"7020 Stagecoach Rd C, Dublin, Alameda County, CA, 94568",1,2,722,NA,Pamela Jenkins ,Keller Williams Realty,"$475,000 USD",44,NA,80
687,"11403 Betlen Dr, Dublin, Alameda County, CA, 94568",3,2,"1,860",0.24 ac,Nahid Monahelis ,Select Properties,"$1,350,000 USD",39,NA,28
688,"11643 Silvergate Dr, Dublin, Alameda County, CA, 94568",4,2,"1,888",0.164 ac,Amin Arikat ,Redfin,"$1,390,000 USD",44,NA,63
689,"7736 Lisa Ct, Dublin, Alameda County, CA, 94568",3,2,"2,096",0.17 ac,Janice Colby ,Keller Williams Tri-Valley Rea,"$1,388,000 USD",64,NA,64
690,"5801 Huntley Ave, Dublin, Alameda County, CA, 94568",5,4,"2,691",0.05 ac,Rajeev Awasty ,Intero Real Estate Services,"$1,499,000 USD",51,NA,92
691,"4335 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Kim Deol ,Intero Real Estate Services,"$819,000 USD",51,NA,63
692,"3592 Rocking Horse Ct, Dublin, Alameda County, CA, 94568",4,3,"2,079",0.07 ac,Manel Sousou ,Keller Williams Tri-Valley,"$1,488,000 USD",3,NA,20
693,"3728 Aviano Way, Dublin, Alameda County, CA, 94568",3,4,"2,322",NA,Zeeshan Shaikh ,Re/Max Accord,"$1,248,000 USD",54,NA,60
694,"3676 Rimini Ln, Dublin, Alameda County, CA, 94568",3,4,"2,380",NA,Lia Wendell ,Re/Max Accord,"$1,199,000 USD",47,NA,61
695,"4599 Rimini Court, Dublin, Alameda County, CA, 94568",3,3,"1,956",NA,Jason Zaitz ,Compass,"$1,099,000 USD",52,NA,71
696,"7317 Bower, Dublin, Alameda County, CA, 94568",3,2,"1,387",NA,Annie Cheng ,Compass,"$899,000 USD",7,NA,19
697,"5991 Sterling St, Dublin, Alameda County, CA, 94568",4,3,"2,451",0.06 ac,Kim Deol ,Intero Real Estate Services,"$1,549,000 USD",34,NA,79
698,"3725 Whitworth Dr, Dublin, Alameda County, CA, 94568",4,4,"2,112",NA,Ray Hosseini ,Keller Williams Realty,"$1,185,000 USD",52,NA,71
699,"6816 Cedar Ln, Dublin, Alameda County, CA, 94568",3,2,"1,060",0.13 ac,Jeff Clyma ,Re/Max Accord,"$995,000 USD",66,NA,79
700,"7564 Kilrush Ave, Dublin, Alameda County, CA, 94568",3,2,"1,116",0.17 ac,Emily Barraclough ,Compass,"$1,299,999 USD",27,NA,44
701,"7865 Tamarack Dr, Dublin, Alameda County, CA, 94568",3,2,"1,332",0.16 ac,Bill Truong ,Keller Williams Benchmark,"$1,229,000 USD",52,NA,61
702,"4217 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,401",NA,Amin Arikat ,Redfin,"$888,000 USD",64,NA,73
703,"4340 Fitzwilliam St, Dublin, Alameda County, CA, 94568",2,2,"1,519",NA,Farnaz Murcray ,RE/MAX Accord,"$825,000 USD",50,NA,64
704,"8611 Davona Dr, Dublin, Alameda County, CA, 94568",4,2,"2,168",0.18 ac,Dao Pham ,Realty ONE Group Future,"$1,249,000 USD",48,NA,53
705,"4271 Clarinbridge Cir, Dublin, Alameda County, CA, 94568",2,3,"1,428",NA,Lana Carreira ,Redfin,"$799,000 USD",67,NA,65
706,"6231 Sussex Dr, Dublin, Alameda County, CA, 94568",3,3,"1,396",0.04 ac,Liz McKinney ,Keller Williams Tri-Valley,"$945,000 USD",71,NA,97
707,"7323 Bower Ln, Dublin, Alameda County, CA, 94568",3,3,"1,520",NA,Suman Bazaz ,Alliance Bay Realty,"$939,000 USD",7,NA,16
708,"15 Leigh Ct., San Ramon, Contra Costa County, CA, 94582",4,3,"2,460",0.22 ac,Paul Zuvella ,Compass,"$1,825,000 USD",42,NA,63
709,"3482 Cinnamon Ridge Rd , San Ramon, Contra Costa County, CA, 94582",4,4.5,"2,921",NA,Joujou Chawla ,Compass,"$2,099,500 USD",12,NA,20
710,"2695 Shadow Mountain Dr, San Ramon, Contra Costa County, CA, 94583",2,2,"1,281",0.06 ac,Crystal Florida ,Compass,"$888,000 USD",77,NA,56
711,"3542 Rosincress Dr, San Ramon, Contra Costa County, CA, 94582",5,5,"3,847",0.23 ac,Peter Bareiss ,RE/MAX Accord,"$2,975,000 USD",16,NA,12
712,"5261 Pembroke Way , San Ramon, Contra Costa County, CA, 94582",6,4.5,"4,406",NA,Frazzano Tse Team ,Compass,"$2,438,000 USD",9,NA,18
713,"6104 Hedgecrest Cir, San Ramon, Contra Costa County, CA, 94582",4,3,"2,449",0.12 ac,Justin Paek ,KW Advisors,"$1,975,000 USD",33,NA,26
714,"4948 Ivyleaf Springs Rd, San Ramon, Contra Costa County, CA, 94582",3,3,"2,203",NA,Azad Aramandla ,Keller Williams Realty,"$1,190,000 USD",5,NA,28
715,"9085 Alcosta Blvd 307, San Ramon, Contra Costa County, CA, 94583",2,1,952,NA,Jane Cresswell ,Realty World Pinnacle,"$528,000 USD",55,NA,64
716,"9074 Craydon Cir, San Ramon, Contra Costa County, CA, 94583",1,1,612,0.02 ac,Gina Cefalu ,RE/MAX Accord,"$375,000 USD",18,NA,45
717,"388 Catalan Way, San Ramon, Contra Costa County, CA, 94582",3,3,"2,067",0.06 ac,Elin Matter ,Compass,"$1,418,000 USD",25,NA,17
718,"1557 Banbury Dr, San Ramon, Contra Costa County, CA, 94582",5,4,"2,661",0.1 ac,Vivian Ho ,"eXp Realty of California, Inc","$1,999,999 USD",16,NA,21
719,"110 Compton Cir D, San Ramon, Contra Costa County, CA, 94583",2,1,685,NA,Felicie Tsuruda ,Compass,"$469,000 USD",77,NA,62
720,"2572 McLaren Ln, San Ramon, Contra Costa County, CA, 94582",4,3,"1,775",0.07 ac,Jerry Kumar ,Paramount Buildings & Loans,"$1,498,888 USD",20,NA,32
721,"2520 Fountainhead Dr, San Ramon, Contra Costa County, CA, 94583",2,2,"1,102",0.02 ac,Scott Dunlop ,Christie's Int'l RE Sereno,"$665,000 USD",19,NA,9
722,"105 Landsdowne Loop, San Ramon, Contra Costa County, CA, 94582",3,3,"2,180",0.023 ac,Bouchra Chandran ,Legacy Real Estate & Assoc.,"$1,188,000 USD",25,NA,52
723,"7415 Sedgefield Ave, San Ramon, Contra Costa County, CA, 94583",4,3,"2,030",0.21 ac,Laura Lane ,Lane & Associates,"$1,549,000 USD",35,NA,63
724,"9016 Craydon Cir, San Ramon, Contra Costa County, CA, 94583",2,1,780,0.03 ac,Amir Aliloupour ,RE/MAX Accord,"$475,000 USD",35,NA,67
725,"7525 Imperata Ln, San Ramon, Contra Costa County, CA, 94582",3,3,"1,419",0.05 ac,Naresh (Nick Sabnani ,Realty ONE Group Future,"$1,199,888 USD",21,NA,26
726,"9677 Tareyton Ave , San Ramon, Contra Costa County, CA, 94583",4,2.5,"1,617",NA,Emiliana Flemate Baker ,Compass,"$1,458,888 USD",14,NA,30
727,"2876 Milo Way, San Ramon, Contra Costa County, CA, 94583",4,2,"1,795",0.2 ac,Fonia Humphries ,Dudum Real Estate Group,"$1,438,000 USD",19,NA,42
728,"1283 Canyon Side Ave , San Ramon, Contra Costa County, CA, 94582",4,3,"2,404",NA,Michelle Mertz ,Notable Real Estate,"$1,378,000 USD",10,NA,18
729,"6132 Yardley Ln, San Ramon, Contra Costa County, CA, 94582",3,3,"2,180",NA,Melia Kwee ,Re/Max Accord,"$1,175,000 USD",15,NA,15
730,"3246 Ensenada Dr, San Ramon, Contra Costa County, CA, 94583",4,3,"1,880",0.16 ac,Arnold Urbick ,Realty ONE Group Future,"$1,395,000 USD",26,NA,67
